timestamp,open,high,low,close,volume
2018-02-16,92.6500,93.9000,92.3700,92.4000,1137437
2018-02-15,93.5200,93.6500,91.6400,93.3300,1327807
2018-02-14,90.1600,92.9300,89.9100,92.6900,1674978
2018-02-13,90.7600,91.9900,90.2800,90.7700,1035843
2018-02-12,89.2500,92.3000,88.6400,91.4400,1969237
2018-02-09,90.3000,90.6900,86.1800,88.5600,3248213
2018-02-08,93.4300,93.8000,89.2400,89.2700,2703945
2018-02-07,92.5300,95.3450,92.2395,93.6900,1868173
2018-02-06,89.8100,93.3900,88.9100,92.6000,3270998
2018-02-05,93.8800,95.6250,91.0100,91.1400,2628513
2018-02-02,95.8000,95.9850,94.1100,94.2100,2544804
2018-02-01,90.8300,96.9100,90.8000,96.0200,2751211
2018-01-31,95.2600,95.9700,94.1400,94.8800,3109771
2018-01-30,94.4100,95.2700,93.9900,94.6300,1480856
2018-01-29,95.2300,95.4700,94.1600,94.8900,3274055
2018-01-26,93.1700,94.7400,92.7500,94.4800,2628235
2018-01-25,94.0000,94.3400,92.0700,92.4900,1820814
2018-01-24,93.7100,94.6900,92.8700,93.5400,1934824
2018-01-23,93.2300,93.5500,92.3200,92.8300,1477041
2018-01-22,94.0900,94.3800,92.1800,93.5500,1640605
2018-01-19,93.4700,94.0400,92.7400,93.5200,2207305
2018-01-18,93.9200,94.0000,92.4500,93.1000,1416470
2018-01-17,92.3800,94.1800,91.9300,93.5600,2094302
2018-01-16,93.9600,94.0200,92.1900,92.5600,2327048
2018-01-12,92.3300,93.2931,92.0600,92.9100,1401566
2018-01-11,90.5600,92.2700,90.1400,92.0600,2025055
2018-01-10,92.1900,92.4400,90.1800,90.4600,2269456
2018-01-09,92.2900,93.6900,92.2300,92.7500,2749377
2018-01-08,92.5000,92.9700,91.1200,91.9300,1764240
2018-01-05,89.8000,91.7100,89.5175,91.5700,2241445
2018-01-04,87.9400,89.4200,87.9400,88.9100,1743411
2018-01-03,86.0900,87.8600,85.7300,87.5400,1531243
2018-01-02,84.8900,86.4540,84.5000,86.1100,1469581
2017-12-29,85.6500,85.9700,84.8300,84.8300,878510
2017-12-28,85.0300,85.5900,84.7200,85.5600,960937
2017-12-27,85.0300,85.4700,84.6100,84.7300,682731
2017-12-26,84.6400,85.1200,84.4600,84.8800,335577
2017-12-22,84.7000,85.1900,84.1600,84.7900,906296
2017-12-21,86.7800,86.7900,84.8800,84.9800,1645235
2017-12-20,85.8200,86.3900,85.3000,85.8700,1633035
2017-12-19,84.9050,86.9100,84.6500,85.6200,2232703
2017-12-18,85.2400,85.4700,84.1300,84.2400,1660870
2017-12-15,83.9200,84.4800,83.4200,84.4000,2782046
2017-12-14,84.1300,84.6300,82.9700,83.0500,2009248
2017-12-13,85.9900,86.0700,83.4400,83.5600,2091885
2017-12-12,86.6100,86.6200,85.3800,85.6700,2630369
2017-12-11,86.3000,86.9400,85.0400,85.8900,3693957
2017-12-08,84.9600,85.9300,84.2300,85.2200,2677552
2017-12-07,84.8000,85.4200,83.8700,84.3800,2962311
2017-12-06,88.4400,89.6400,85.1800,85.3600,2692557
2017-12-05,88.8900,89.6600,86.1600,88.7700,3522147
2017-12-04,103.5500,104.9900,101.7050,104.3000,2734118
2017-11-27,101.0000,101.4700,100.4400,100.7700,1115261
2017-11-24,100.7800,100.9800,100.2500,100.8600,629568
2017-11-22,102.0000,102.5750,100.5100,100.7800,2084348
2017-11-20,102.0000,102.9900,101.3106,102.1400,2952032
2017-11-17,98.9200,99.2800,97.6700,98.7000,1492700
2017-11-15,99.2800,99.8900,97.5510,98.1600,2262349
2017-11-14,98.0100,100.2900,98.0100,100.2900,3539668
2017-11-13,94.9800,95.9500,94.6700,95.5700,2211288
2017-11-10,95.4900,96.3800,95.0800,95.2900,1910505
2017-11-09,95.7200,96.2600,94.5600,95.5800,1209884
2017-11-08,96.5100,97.2499,96.0200,96.3500,1195780
2017-11-07,97.2800,97.8800,96.8700,97.2600,1178393
2017-11-06,97.2900,97.9400,96.4200,97.2700,1438292
2017-11-03,99.1700,99.2200,96.6400,96.8900,2475755
2017-11-02,99.0500,99.9000,96.2403,99.3100,3079304
2017-11-01,100.5000,101.1300,99.0900,99.3800,1848890
2017-10-31,98.3000,99.5000,98.1600,99.3800,1318449
2017-10-30,98.2400,98.4000,97.4400,98.2500,1144646
2017-10-27,99.0500,99.0700,97.4000,98.7300,1572689
