timestamp,open,high,low,close,volume
2018-02-16,84.4600,84.7232,83.2600,83.2700,2543120
2018-02-15,86.0900,86.3100,84.3300,84.5600,2980376
2018-02-14,82.1200,87.1100,82.0100,85.9700,3880509
2018-02-13,81.7400,83.5700,81.6600,83.2100,2466680
2018-02-12,80.9100,82.1600,80.5900,81.8200,2196775
2018-02-09,79.2300,81.2300,77.5610,80.4300,3211289
2018-02-08,81.9500,82.3740,78.6400,78.6600,5014297
2018-02-07,80.9900,83.2800,80.5400,82.0200,3526610
2018-02-06,78.5800,80.9700,77.7800,80.6900,4632823
2018-02-05,82.1300,83.0100,79.8200,79.9100,2356677
2018-02-02,85.5500,85.8000,82.3100,82.6500,2717058
2018-02-01,85.3300,86.2850,85.1000,85.7600,2139895
2018-01-31,86.5200,87.0000,85.6300,85.6500,1829903
2018-01-30,86.5000,87.4300,86.3600,86.4100,1671558
2018-01-29,87.4400,88.1100,87.0300,87.2800,1542903
2018-01-26,86.9400,87.6900,86.3300,87.6900,914832
2018-01-25,86.0400,86.7500,85.4000,86.6300,1466237
2018-01-24,86.8000,86.9900,85.1300,85.7900,1979045
2018-01-23,85.6900,86.9800,85.5700,86.5300,1625360
2018-01-22,85.4200,85.7900,85.0150,85.7700,1512606
2018-01-19,84.6400,86.0500,84.4750,85.4900,2201659
2018-01-18,84.1800,84.8200,83.9100,83.9500,1290277
2018-01-17,82.9000,84.5100,82.9000,84.0300,1440294
2018-01-16,84.5700,84.9900,82.9800,83.4000,1422829
2018-01-12,83.2500,84.7100,83.1000,83.9500,1870047
2018-01-11,81.9800,83.2150,81.6400,83.0700,3736140
2018-01-10,81.6600,82.1100,81.3900,81.6500,1674650
2018-01-09,81.1100,82.0700,80.9700,81.9300,1345538
2018-01-08,80.3000,81.0600,79.5300,80.9400,2483105
2018-01-05,80.2400,80.2400,78.9100,79.2900,2271642
2018-01-04,80.8600,81.2300,80.2300,80.2500,1510147
2018-01-03,79.8100,80.8950,79.6200,80.8500,1425550
2018-01-02,80.2800,80.3400,78.9300,79.6800,1701493
2017-12-29,80.7900,80.9400,79.8400,79.8600,1514079
2017-12-28,80.1800,80.5400,80.0000,80.4500,828864
2017-12-27,79.4600,80.3800,79.3200,80.1500,934194
2017-12-26,79.4000,79.9600,79.2600,79.3700,909609
2017-12-22,79.4200,79.7000,79.2500,79.3500,1415674
2017-12-21,78.8000,79.9500,78.4900,79.3700,2042716
2017-12-20,78.1350,78.6300,77.5600,78.3500,1327464
2017-12-19,78.2000,78.4600,77.6300,77.8100,1448064
2017-12-18,77.8100,78.5700,77.3800,78.0900,2275088
2017-12-15,76.7100,77.3700,76.2800,77.0900,3375067
2017-12-14,76.8900,77.0900,76.0100,76.0200,1739438
2017-12-13,77.2200,77.6200,76.7400,76.7500,2141923
2017-12-12,77.5700,77.5800,76.9300,77.0000,2241100
2017-12-11,78.1600,78.3000,77.2450,77.4700,1585935
2017-12-08,77.6100,78.3950,77.5000,78.3800,2086490
2017-12-07,76.8300,77.3900,76.6000,77.2800,2252593
2017-12-06,77.7500,77.8600,76.6300,76.7500,1434971
2017-12-05,77.7000,78.3100,77.6050,77.6300,1490710
2017-12-04,78.0300,78.6200,77.5200,77.6600,2348568
2017-12-01,77.2700,77.9200,76.2500,77.2500,2164557
2017-11-30,76.5700,77.7900,76.1300,77.5600,2553701
2017-11-29,76.1300,76.9000,76.0300,76.5600,1874474
